Age,Gender,Marital_Status,Dependents,Education_Level,Employment_Type,Company_Type,Work_Experience_Years,Monthly_Income,Annual_Income,Existing_Loans,Existing_EMI,Credit_Score,Credit_History,Bank_Balance,Loan_Amount_Requested,Loan_Purpose,Loan_Term_Years,Interest_Rate,Loan_Status
33,Male,Married,3,Graduate,Salaried,Business,13,144411,2132609,2,21618,731,Bad,4197909,2043085,Home,14,17.41,1
53,Female,Married,5,High School,Self Employed,Private,20,57637,3263211,4,39725,757,Good,1677996,742587,Education,19,15.47,1
25,Female,Married,5,High School,Salaried,Business,6,253584,1615365,2,10172,744,Good,3986797,214148,Home,9,13.95,1
46,Female,Married,2,High School,Salaried,Government,16,34828,460252,0,2378,566,Good,4158952,1465352,Car,24,7.73,0
33,Male,Single,0,High School,Salaried,Private,17,219698,3155990,0,41918,613,Good,597196,2779378,Personal,5,13.99,1
47,Female,Married,4,Graduate,Self Employed,Government,13,71416,3021513,0,26488,510,Good,4341534,1167031,Education,10,15.25,1
34,Male,Single,3,Graduate,Salaried,Business,28,152595,2703187,4,26383,442,Good,4075812,3145076,Car,23,16.28,0
44,Female,Married,2,Post Graduate,Self Employed,Business,9,110825,1911512,0,4642,816,Good,4846133,4751261,Car,30,11.79,1
23,Male,Married,2,Graduate,Salaried,Private,16,220104,1305635,0,6604,795,Good,4149258,3800163,Education,3,7.3,1
50,Female,Single,4,Graduate,Salaried,Business,31,206036,1865478,0,12013,664,Bad,223020,3698942,Home,14,8.73,1
55,Male,Single,3,Graduate,Self Employed,Government,19,81850,1259989,0,14600,872,Good,638986,127629,Education,2,11.17,1
34,Female,Single,3,Post Graduate,Self Employed,Government,16,261771,2523565,4,36830,600,Bad,1180971,2798191,Personal,26,14.55,0
32,Male,Married,0,High School,Salaried,Government,6,165512,3577169,2,35235,571,Bad,2928550,4266471,Car,18,12.58,1
48,Female,Single,3,Post Graduate,Salaried,Business,29,145650,2236288,4,49165,591,Good,2259268,1896587,Home,7,14.14,0
49,Female,Married,5,High School,Self Employed,Business,9,297110,2200280,4,1962,344,Good,332548,4483430,Education,21,13.28,0
37,Female,Married,4,Graduate,Salaried,Private,31,26045,2849399,0,38422,430,Bad,142077,4924718,Home,5,17.34,0
60,Male,Single,3,High School,Self Employed,Private,25,82797,3219892,1,28848,405,Good,2302593,4821826,Home,23,15.66,1
41,Female,Married,0,Post Graduate,Self Employed,Government,16,124765,3294996,2,5599,720,Good,2368031,848416,Education,8,15.96,1
43,Female,Single,2,High School,Self Employed,Government,0,218231,1346909,2,3055,563,Bad,4583115,4373214,Home,21,14.66,0
40,Female,Single,5,High School,Salaried,Private,25,79614,2289439,1,25088,300,Good,2545542,4654696,Car,22,7.9,1
31,Male,Single,3,Graduate,Salaried,Private,29,105582,1733986,2,48335,766,Good,584304,1584672,Home,7,17.78,1
54,Female,Single,4,High School,Self Employed,Government,8,190322,3185262,0,25137,883,Good,255827,2766704,Car,12,7.77,1
30,Female,Married,3,High School,Salaried,Private,32,167823,1968525,0,43210,329,Good,4070298,2304272,Personal,10,10.92,1
30,Male,Married,1,Graduate,Self Employed,Business,25,264371,1579174,0,39196,751,Good,4565038,3697870,Car,7,15.88,1
26,Female,Single,0,Post Graduate,Salaried,Business,9,153102,1857533,0,8193,682,Good,2773381,2909124,Education,15,10.43,1
56,Male,Single,2,Graduate,Salaried,Private,31,114566,1830569,3,40591,384,Good,1577930,1322952,Home,12,13.94,0
44,Female,Married,1,High School,Salaried,Private,32,33945,3363992,0,32847,895,Good,3625109,1150168,Education,25,16.85,1
32,Male,Married,4,Graduate,Salaried,Business,26,131004,430439,3,44186,327,Good,4495945,2384015,Business,18,15.97,0
43,Male,Single,3,Graduate,Self Employed,Business,28,161710,3522207,2,32480,900,Good,1912195,1175662,Personal,7,13.19,1
47,Male,Married,0,High School,Salaried,Government,18,213055,1157514,2,25753,482,Good,3511585,1873261,Education,3,12.67,1
57,Female,Married,5,Post Graduate,Self Employed,Private,17,268460,1440283,3,33866,617,Good,663344,3180496,Business,18,9.33,0
26,Female,Married,3,Graduate,Salaried,Business,34,27558,3308356,2,24838,314,Bad,2484909,2247740,Car,29,13.54,0
21,Male,Married,3,Post Graduate,Self Employed,Private,27,292181,503935,4,10021,396,Good,2620771,264279,Car,26,14.62,0
26,Female,Single,3,Graduate,Salaried,Business,9,41007,1985634,1,32408,648,Good,4108523,3260535,Home,7,13.7,0
42,Female,Married,5,High School,Self Employed,Business,2,203561,2334360,4,1715,806,Good,4541200,2164596,Car,22,9.62,0
44,Male,Single,3,High School,Salaried,Private,28,292567,2754600,3,11703,883,Good,170440,3249513,Car,25,16.5,1
45,Male,Single,0,Graduate,Self Employed,Government,15,44229,2555442,1,2353,342,Good,4081321,995840,Home,13,12.91,0
35,Male,Single,5,Graduate,Salaried,Business,0,62529,1855494,3,4551,562,Bad,1339332,3951086,Business,13,8.07,0
46,Male,Married,5,Graduate,Salaried,Private,17,64884,3466528,0,49465,434,Good,4881441,1230040,Education,5,8.63,1
28,Female,Married,1,High School,Salaried,Business,3,102638,1810345,1,36187,418,Bad,3477430,599512,Personal,30,16.44,1
44,Female,Single,4,Graduate,Self Employed,Private,4,200794,1953114,3,48901,519,Good,2081278,1686392,Personal,19,10.39,0
58,Female,Married,5,High School,Self Employed,Private,20,238654,1935342,0,21276,533,Good,3957726,4829886,Home,23,13.18,1
26,Female,Single,1,Graduate,Salaried,Business,3,105884,762452,2,7874,702,Good,3187379,2893303,Business,6,12.14,1
55,Female,Single,0,High School,Self Employed,Government,19,23074,2179512,3,21539,838,Bad,1863529,1693327,Car,25,12.66,0
21,Female,Married,4,Graduate,Salaried,Business,18,220897,1411418,1,33029,447,Good,978607,1459417,Business,14,14.79,1
56,Male,Married,5,Post Graduate,Salaried,Business,34,74998,3315032,2,39808,458,Good,355811,1147135,Home,28,15.39,1
32,Female,Married,2,Post Graduate,Salaried,Government,23,76167,918869,3,38990,813,Good,3231573,3844956,Education,19,17.67,1
58,Female,Single,1,High School,Self Employed,Government,19,266452,1182090,3,43164,512,Good,4420458,1695177,Car,14,14.72,0
31,Female,Single,0,Graduate,Self Employed,Private,27,51711,3369157,2,4430,653,Good,3366708,2223717,Personal,20,10.45,1
32,Male,Married,0,Post Graduate,Salaried,Private,23,158992,2203330,0,26635,629,Good,2816726,669629,Education,14,14.15,1
59,Male,Single,0,Graduate,Self Employed,Government,19,72314,823709,1,30519,611,Good,2160344,2897487,Car,21,13.42,1
27,Female,Single,4,Graduate,Self Employed,Government,23,22700,646888,0,33663,463,Bad,1544433,3098468,Car,15,12.9,0
31,Male,Single,3,Graduate,Salaried,Business,5,37958,369046,1,6911,414,Good,85163,783251,Education,24,7.11,0
56,Male,Married,2,Post Graduate,Salaried,Government,24,35388,2745220,2,36410,834,Good,1168600,2892615,Personal,21,15.89,1
51,Female,Married,4,High School,Self Employed,Business,31,158264,1460863,0,9139,338,Good,4468013,2329468,Business,20,17.27,1
53,Female,Married,4,Post Graduate,Salaried,Business,16,181042,1685035,4,25636,884,Good,2007029,352655,Business,15,10.02,1
33,Female,Single,5,High School,Salaried,Business,16,156640,1108215,4,25703,895,Good,2876216,2088882,Business,26,7.74,1
38,Male,Married,1,Post Graduate,Self Employed,Government,4,259714,773006,3,37926,625,Good,1315310,1873199,Business,17,8.97,0
44,Male,Single,2,Graduate,Self Employed,Government,16,136308,1279981,0,30262,464,Good,418839,2600085,Education,18,17.97,1
29,Female,Single,0,Graduate,Self Employed,Business,8,204025,1017111,3,28099,408,Good,1936394,2882621,Business,21,14.04,0
51,Male,Single,4,Graduate,Salaried,Government,19,32984,2750517,0,38844,493,Good,2622324,1873970,Business,4,11.12,0
30,Male,Married,2,Post Graduate,Salaried,Private,1,231971,3448969,1,33289,870,Good,1442525,4604067,Car,27,9.98,1
22,Male,Single,1,Post Graduate,Self Employed,Private,18,157556,2855507,1,11340,496,Good,3826682,4364601,Business,8,17.87,1
58,Female,Married,3,High School,Self Employed,Business,8,29213,2261154,2,39686,569,Good,631409,2786045,Home,29,9.07,0
35,Female,Single,2,Post Graduate,Salaried,Government,18,109553,1792765,4,47010,382,Good,4188072,3062681,Business,29,9.1,0
23,Female,Married,0,High School,Self Employed,Private,3,249545,3531176,4,31044,664,Good,4625048,1420634,Car,19,11.77,1
51,Female,Married,4,Post Graduate,Self Employed,Business,5,119004,3218094,2,37878,547,Good,84815,2110941,Education,2,11.05,0
26,Female,Married,3,Graduate,Salaried,Private,10,206354,1940597,2,7505,864,Good,2184722,3058490,Home,18,8.82,1
23,Male,Married,1,Post Graduate,Salaried,Business,20,40925,1089821,2,8198,395,Good,3554568,725869,Car,22,14.98,0
31,Male,Married,0,Graduate,Self Employed,Business,24,82372,3018876,2,22437,388,Good,4921461,743052,Education,30,17.78,1
35,Male,Married,3,Post Graduate,Self Employed,Business,29,144430,660316,0,13831,876,Good,3856682,3895991,Home,10,9.66,1
48,Male,Married,5,High School,Salaried,Private,17,235610,1394681,2,870,869,Good,973709,4530011,Car,21,13.62,1
30,Male,Married,5,Post Graduate,Salaried,Business,24,282078,748914,3,34547,646,Good,4772689,1221795,Home,16,9.56,0
58,Male,Single,1,Graduate,Salaried,Business,20,276961,2020645,2,892,629,Good,4501892,4725933,Business,25,12.41,1
27,Female,Single,0,Post Graduate,Salaried,Private,22,217117,3050147,0,3188,868,Bad,4755895,875196,Home,4,15.84,1
35,Female,Single,4,High School,Self Employed,Business,29,132798,570559,4,48937,653,Good,1465895,833453,Business,6,12.38,1
38,Male,Single,1,High School,Salaried,Private,17,124197,1192999,4,16537,707,Bad,3659686,621097,Business,28,16.14,1
38,Female,Single,3,High School,Salaried,Business,32,47257,2057105,4,20741,478,Good,2203660,2714523,Home,25,13.3,0
44,Male,Married,0,High School,Self Employed,Government,34,207342,1821973,0,20305,386,Bad,1662528,1742048,Business,18,17.8,1
22,Male,Married,5,Post Graduate,Self Employed,Government,21,172921,1444428,2,22329,556,Good,1035217,2995772,Business,4,12.89,1
60,Female,Married,5,High School,Self Employed,Private,23,263453,2263502,1,12645,761,Good,1983820,1988981,Personal,2,15.1,1
40,Female,Married,2,Post Graduate,Salaried,Business,22,27581,2098008,4,32777,529,Good,1983311,2821463,Business,21,9.36,0
54,Male,Married,0,Post Graduate,Self Employed,Private,0,200042,2987204,4,40264,536,Good,958287,1799069,Home,1,9.44,0
46,Female,Single,3,Post Graduate,Salaried,Business,14,221837,1019162,1,36107,566,Good,1071691,2357708,Education,4,10.93,1
27,Male,Single,3,High School,Salaried,Private,27,37017,1648102,2,44060,370,Good,773682,3527446,Education,16,9.42,0
58,Male,Married,2,High School,Self Employed,Government,19,243241,3326432,4,32148,390,Good,63447,3420239,Home,5,7.16,0
50,Male,Single,3,Post Graduate,Salaried,Private,15,25886,1126695,2,6164,776,Good,705039,206138,Education,16,9.38,1
25,Male,Single,0,Post Graduate,Self Employed,Government,4,82480,296933,3,26458,486,Bad,1559435,3043104,Business,25,12.4,0
31,Male,Married,5,Post Graduate,Self Employed,Government,14,43499,3065731,1,7465,823,Bad,517974,4540492,Education,5,14.36,1
21,Female,Married,1,Graduate,Salaried,Government,1,150289,1976362,0,1867,390,Good,2094793,3956967,Personal,6,13.11,0
54,Male,Single,5,Graduate,Salaried,Private,23,258391,3451877,2,26365,479,Bad,4754651,1998884,Home,29,9.09,1
21,Female,Single,5,High School,Salaried,Private,12,33498,873651,1,20721,364,Good,1167746,506569,Car,8,8.43,0
39,Male,Married,0,Graduate,Self Employed,Government,22,197766,2452087,1,45657,353,Bad,1860676,1689229,Business,3,16.11,1
22,Female,Single,3,Post Graduate,Self Employed,Private,11,82698,1036467,1,29554,652,Good,4336584,3111055,Education,10,15.55,1
41,Male,Married,2,Post Graduate,Self Employed,Business,32,229871,2884596,0,7771,623,Good,3733150,278490,Car,20,9.67,1
40,Female,Single,2,High School,Salaried,Government,24,33503,1857217,4,32364,590,Good,536413,2917116,Personal,21,12.73,0
43,Male,Single,4,High School,Self Employed,Business,34,177639,1689405,3,22168,850,Good,1365638,4692571,Education,7,14.41,1
41,Male,Married,2,Graduate,Self Employed,Government,34,222647,1402302,4,678,304,Good,4221090,3207094,Personal,21,14.64,0
44,Female,Single,2,Post Graduate,Self Employed,Business,0,62886,825906,2,14906,307,Good,3256242,2615225,Business,5,12.01,0
24,Female,Married,3,High School,Salaried,Government,3,89682,2502207,1,35278,873,Good,1030049,2016856,Business,9,12.29,1
32,Female,Single,1,High School,Salaried,Government,30,125269,1336401,4,13466,350,Good,3530339,4598523,Home,14,12.31,0
42,Female,Single,1,Graduate,Salaried,Government,27,211243,2252795,0,33762,333,Good,785320,2173199,Home,11,13.23,1
40,Female,Married,3,High School,Self Employed,Private,10,213910,2430263,0,31364,340,Bad,3223092,3234469,Home,22,12.13,1
38,Female,Single,2,Graduate,Self Employed,Business,31,175248,814626,3,15491,575,Good,3475939,1897047,Education,20,12.32,0
21,Male,Married,0,Post Graduate,Salaried,Government,1,122519,2644234,4,22195,893,Good,929686,4175541,Business,6,16.01,0
50,Male,Married,5,Graduate,Salaried,Private,12,103313,2079520,0,48468,454,Good,132685,1574906,Education,26,9.26,1
53,Male,Single,5,High School,Self Employed,Government,16,199406,3534199,0,16723,372,Good,2928548,1884381,Education,3,12.09,1
44,Female,Married,1,Graduate,Self Employed,Business,3,45210,2402720,3,27909,895,Bad,1658953,869538,Car,6,14.58,0
34,Female,Married,3,Graduate,Self Employed,Government,30,279372,1374668,2,44316,315,Good,934772,4822225,Education,25,13.03,1
56,Female,Married,0,Post Graduate,Salaried,Private,2,225755,1834816,4,42678,377,Good,3982161,4471892,Personal,3,10.27,0
25,Male,Single,2,Graduate,Salaried,Government,11,46695,584937,2,10855,500,Bad,1204353,4047559,Business,17,8.1,0
31,Female,Married,3,High School,Salaried,Government,17,261764,2011740,1,18979,562,Good,3868917,4125612,Education,9,14.33,1
44,Male,Married,1,High School,Salaried,Government,29,148623,1457708,2,38288,856,Good,3395198,3026943,Education,3,14.82,1
51,Female,Single,0,Post Graduate,Self Employed,Government,10,296509,1937639,0,34160,454,Good,2862924,4958430,Home,12,7.7,1
33,Female,Married,0,Post Graduate,Self Employed,Private,23,281669,3097045,0,24612,754,Good,2906451,2642133,Home,8,14.96,1
36,Female,Married,1,Post Graduate,Self Employed,Government,20,182981,1239270,2,40024,312,Good,4003469,1984536,Personal,25,16.06,1
44,Male,Married,0,High School,Salaried,Business,34,39847,451539,2,24299,554,Good,1255653,3626567,Education,2,16.85,0
33,Female,Single,5,Graduate,Salaried,Business,3,233986,2321067,1,16354,804,Good,2172454,2182209,Car,28,17.84,1
44,Male,Single,1,High School,Self Employed,Government,25,172072,1294503,1,44025,702,Bad,1521813,1412333,Home,21,13.48,1
46,Female,Single,5,High School,Salaried,Private,7,117448,2642860,4,45503,661,Good,714979,2191985,Home,20,17.81,1
22,Female,Single,3,Post Graduate,Salaried,Business,23,201060,589825,0,12472,537,Good,1816322,4742142,Business,21,13.04,1
36,Female,Single,4,Post Graduate,Self Employed,Government,11,97074,2923560,4,26360,485,Bad,1326747,3706725,Education,4,14.42,0
58,Female,Single,2,Graduate,Salaried,Government,4,161560,2180496,4,42870,693,Good,4304970,3016374,Home,4,14.57,1
21,Male,Married,3,Graduate,Salaried,Private,15,27759,2296190,2,5130,437,Good,472656,490452,Education,19,15.12,0
31,Female,Single,5,Graduate,Self Employed,Government,31,76779,1929649,0,4453,598,Good,1496632,2697394,Car,12,15.48,1
55,Male,Single,2,Graduate,Self Employed,Private,28,146031,1969391,4,3216,350,Good,4609298,3100034,Personal,28,13.21,0
49,Female,Single,2,High School,Self Employed,Business,32,296348,516136,2,39902,733,Good,1787789,1788773,Business,27,15.46,1
57,Female,Single,5,Graduate,Salaried,Government,13,264612,2001156,3,5074,812,Bad,1571641,2271367,Car,16,9.78,1
37,Female,Married,5,High School,Self Employed,Private,24,123539,1114927,1,25244,831,Good,1939898,2692005,Education,13,12.68,1
59,Male,Married,1,High School,Self Employed,Government,7,143423,1087705,2,9292,642,Bad,1071495,2348013,Education,2,8.94,1
48,Female,Single,4,Graduate,Salaried,Government,26,293839,707724,2,34964,490,Good,1279441,3909672,Education,12,11.7,1
49,Male,Married,5,Graduate,Salaried,Business,34,140480,489782,4,25956,609,Bad,1204079,4885170,Home,13,11.28,0
23,Male,Single,2,High School,Self Employed,Government,21,128871,1052193,2,12100,345,Good,1476652,2505255,Personal,13,7.3,1
30,Female,Married,2,Post Graduate,Self Employed,Private,6,169377,2931894,2,20018,697,Good,3196912,173362,Business,24,10.09,1
34,Male,Single,3,Graduate,Salaried,Private,11,88405,1479389,4,38542,375,Good,1612521,3368612,Personal,29,14.74,0
32,Female,Single,4,Post Graduate,Salaried,Private,8,116358,876843,2,29699,810,Bad,3853272,2299762,Education,19,11.98,1
50,Male,Single,4,High School,Salaried,Government,34,143877,3381544,1,17406,802,Good,3106020,966982,Home,10,17.16,1
52,Male,Single,2,Post Graduate,Self Employed,Government,18,284380,2849153,0,49829,481,Good,2686016,1451844,Personal,18,11.46,1
52,Male,Married,4,High School,Salaried,Business,27,92050,906315,4,35266,431,Bad,3810297,2474096,Home,24,12.05,0
52,Male,Single,3,Post Graduate,Self Employed,Government,28,155995,828983,3,6812,655,Good,3029456,2429168,Home,8,15.54,1
46,Female,Married,1,Post Graduate,Self Employed,Private,7,120601,3542245,3,38666,746,Good,4667081,4508440,Car,21,7.94,1
21,Male,Married,2,Post Graduate,Self Employed,Private,26,112385,2134831,0,46514,576,Bad,4868162,714321,Home,16,17.17,1
22,Female,Married,0,High School,Salaried,Business,4,198162,320243,1,47779,871,Good,3323573,1667279,Business,2,12.44,1
37,Male,Single,2,High School,Salaried,Private,28,73371,1658072,2,29658,322,Good,4443491,904931,Education,26,15.12,1
50,Female,Married,2,High School,Self Employed,Private,34,185853,2816295,3,35957,827,Good,4801672,1329364,Education,8,14.78,1
59,Female,Married,1,Graduate,Self Employed,Private,32,284496,447342,2,37990,825,Good,4659643,3507258,Personal,14,10.37,1
27,Male,Married,5,High School,Salaried,Business,31,38243,1237412,1,12770,417,Bad,1283098,710559,Home,4,17.99,0
47,Male,Single,5,Graduate,Self Employed,Business,20,264514,2937748,4,17464,376,Good,465302,1445311,Education,27,7.43,0
29,Female,Married,0,High School,Salaried,Private,9,279349,3308177,0,24964,685,Bad,908178,4947126,Personal,28,17.23,1
42,Male,Single,0,Graduate,Self Employed,Private,15,125629,419700,1,24335,888,Good,4578422,4507885,Education,11,8.07,1
54,Male,Married,0,Post Graduate,Salaried,Government,10,153115,362834,3,35668,889,Good,3533023,969624,Home,21,10.41,1
21,Male,Married,5,Post Graduate,Self Employed,Government,18,141162,3555532,3,12061,766,Bad,1455181,410383,Car,25,16.9,1
